Using device: cuda
Loading embedding model and tokenizer...
Original data size: 36718
Filtered data size: 17148
Training Model 0...
Holdout evaluation before iterations:
Prompt:  However , as Hung notes , he " is the only Chinese poet whose influence grew with time " , and his works began to increase in popularity in the ninth century . Early positive comments came from Bai Juyi , who praised the moral sentiments of some of Du Fu 's works ( although he found these in only a
Candidate 1:  few years or so) , " It seems to me that it is because his poems are well recorded in the English language . Indeed, it is said that there are no Chinese poems in English , but many are published in Chinese , with the exception of some of the English poems " , " and " , " and ",
Candidate 2:  short time ). Most important also some reviews come from the Chinese scholar Zhongnong Huang, who expressed his love of Du Fu 's works. Although Zhongnong Huang's comments about the "cultural vitality" of Du Fu 's works have been met with many negative criticisms, his views are often cited as
Candidate 3:  limited amount , and did not discuss all of it ). His works were not included in the list of Chinese Poetry Poems but became their own special style . Other critics (who were of the opinion that Chinese prose poetry did not exist), in particular Jiang Yang (who saw "literary culture" in general as one
Prompt:  In 2000 Boulter had a guest @-@ starring role on the television series The Bill ; he portrayed " Scott Parry " in the episode , " In Safe Hands " . Boulter starred as " Scott " in the play Herons written by Simon Stephens , which was performed in 2001 at the Royal Court
Candidate 1:  few of his earlier works ) . However , they were well @-@ regarded in Guangdong and several readers did not agree in substance : : Shaolin monkang Guo ( " Liu Shou " ) ( 1301 ) ; Yue and Song Shochia ( 1338 ) ; but the first critic of
Candidate 2:  short @-@ lived and brief @-@ term novel ) ; the famous Chinese poet Tong Yue iti ( 1589 – 1650 ) . However , however , he was not an authorized reader of political literature until the 1840s . In the spring of 1651 he published his first poem , " Song xiang
Candidate 3:  few verses ) . An admirer of Liu Kang , however , was also critical of Liu Kang 's treatment of Chinese scholars and writers in Liu Kang 's lifetime ; he wrote during a 2007 article criticizing the treatment of Liu Kang that " The villainous Liu Kang is not very good " but claimed that he could better
Prompt:  In 2000 Boulter had a guest @-@ starring role on the television series The Bill ; he portrayed " Scott Parry " in the episode , " In Safe Hands " . Boulter starred as " Scott " in the play Herons written by Simon Stephens , which was performed in 2001 at the Royal Court
Candidate 1:  in London . Boulter played " The Bill " for six weeks with his character " Dr. Waias Boulter . In 2002 Boulter was part of the cast of The Adventures of Tintin for the first time on a television series called The Bill that had been shown in the United Kingdom .
Candidate 2:  in London . Boulter later worked on another play Herons in 2003 , a re @-@ production of Robert Pattinson 's " Paddick ( 2001 ) . In 1995 he produced a re @-@ version of Richard Burton 's " Man Down " in the television series The Bill . The play
Candidate 3:  in London . The play was produced by Simon Stephens and conducted by James McGernan and his staff . The play was a short @-@ lived , three @-@ volume comedy , with an average length of 13 hours per week , with a maximum of 19 hours per week . The play was originally scheduled for
Prompt:  He had a recurring role in 2003 on two episodes of The Bill , as character " Connor Price " . In 2004 Boulter landed a role as " Craig " in the episode " Teddy 's Story " of the television series The Long Firm ; he starred alongside actors Mark Strong and Derek Jacobi . Boulter
Candidate 1:  also worked with members of the cast on the film The Secret , a sequel to The Secret , which was based on the story of the same couple in 2005 .Boulter said that he thought that Boulter should have been contacted by James Earl Jones before he returned to London but that he did not know what role
Candidate 2:  said that the role was mainly responsible for maintaining control of the crew , while the writer was responsible for supervising the production of the story , and also doing the directing . The story involved some producers who had previously worked on The Bill who had previously starred in Bond @-@ rated films such as The Next Level with Mike
Candidate 3:  played the role of Tommy Corrientes in the series ' second episode , The Long Firmters , and also played the role of Jack Stockton as Tommy Corrientes . The story of Tommy 's pregnancy with Nicole and the baby 's mother , The Long Firmters , was written by David Boreanz and

Iteration 3: Generating Synthetic Data and Fine-Tuning Model 3
Generating Synthetic Data...
Generated 13718 synthetic data points.
A few examples:
Example 1:  . He later becomes one of the kings of Akers ' son Valkyria I . He has a long @-@ term relationship with Ardan , but he doesn 't wish to become a king . In Valkyria II . He tells his mother about Valkyria I 's wish to become a father
Example 2: ri Battle Hero and Valkyria 3 @-@ player characters such as Valkyria 4 @-@ player characters such as Valkyria 5 @-@ player characters such as Krak des Chevaliers and Valkyria 6 @-@ player characters such as Valkyria 5 @-@ player characters
Example 3:  disc contains three tracks from the game 's two @-@ disc Blu @-@ ray disc with the first two songs from Valkyria Chronicles II and the remainder of Ghost in the Shell 2 ( " Who am I " , " Who am I " , " Who am I " ) and the fourth and final
Example 4:  he cannot kill Chasori , he will return to the game and win the battle against Chasori . Valkyria City will host a tournament for survivors of the tournament on September 8 , 2007 . During the tournament , Valkyria will receive a version of Chasori 's version of Mega Man 8 ;
Example 5: iser 's main battery is also composed of three battlecruisers : Valkyira 's main battery of 1740 – 1760 and the Valkyira 's main battery of 1760 – 1760 . The battlecruiser 's primary battery is a single @-@ player , but is also capable of
Example 6:  1975 , two years before the end of the Vietnam War , three soldiers were awarded a 3 – 2 victory over the U.S. forces in the area of Béthune @-@ du @-@ Châteauneuf @-@ du @-@ Béthune . As a result
Example 7:  new governor of Palenque and other international leaders who will preside over the government of Chile and the government of Argentina . While the United Nations makes various attempts to remove Evita 's power the US government continues to intend to occupy and release her . Following his victory over the Soviets and her predecessor Juan Perón in
Example 8:  and destroy the lower echelons by means of machine @-@ gun and mortar shelling , artillery and nuclear weapons , as well as a series of counter @-@attacks and counter @-@ military actions against the upper echelons through chemical torture and violence and murder . There have also been attempts by the upper
Example 9:  most of the major cities across the country have not undertaken such a plan ; for example New York , Los Angeles , Washington D.C. and Boston , New Orleans and Tokyo . To this end , the Neoclassical army would continue to attack a number of fortifications in the cities of Corpus Christi and San
Example 10: alkyria Chronicles I . It 's going to be a new edition of Valkyria Chronicles II , a re @-@ created version of Valkyria Chronicles I that features a lot of new vocalist work . " Yankovic announced the signing deal with Yankovic on October 15 , 2007 . The contract
Evaluating Perplexities on Real Data...
Fine-tuning the model...
{'loss': 1.9804, 'grad_norm': 18.25174903869629, 'learning_rate': 4.995030808984298e-05, 'epoch': 0.0}
{'loss': 2.083, 'grad_norm': 11.387588500976562, 'learning_rate': 4.990061617968595e-05, 'epoch': 0.01}
{'loss': 2.162, 'grad_norm': 13.076122283935547, 'learning_rate': 4.9850924269528926e-05, 'epoch': 0.01}
{'loss': 2.0471, 'grad_norm': 15.443791389465332, 'learning_rate': 4.9801232359371896e-05, 'epoch': 0.01}
{'loss': 1.9616, 'grad_norm': 14.64152717590332, 'learning_rate': 4.975154044921487e-05, 'epoch': 0.01}
{'loss': 2.0299, 'grad_norm': 15.05958366394043, 'learning_rate': 4.970184853905784e-05, 'epoch': 0.02}
{'loss': 2.1005, 'grad_norm': 17.733108520507812, 'learning_rate': 4.965215662890082e-05, 'epoch': 0.02}
{'loss': 1.9697, 'grad_norm': 11.020995140075684, 'learning_rate': 4.960246471874379e-05, 'epoch': 0.02}
{'loss': 1.9493, 'grad_norm': 13.249232292175293, 'learning_rate': 4.9552772808586767e-05, 'epoch': 0.03}
{'loss': 2.0068, 'grad_norm': 11.71757984161377, 'learning_rate': 4.950308089842974e-05, 'epoch': 0.03}
{'loss': 1.9697, 'grad_norm': 15.124971389770508, 'learning_rate': 4.9453388988272713e-05, 'epoch': 0.03}
{'loss': 2.1142, 'grad_norm': 15.070987701416016, 'learning_rate': 4.9403697078115683e-05, 'epoch': 0.04}
{'loss': 1.9931, 'grad_norm': 13.667110443115234, 'learning_rate': 4.935400516795866e-05, 'epoch': 0.04}
{'loss': 2.1393, 'grad_norm': 14.473438262939453, 'learning_rate': 4.930431325780163e-05, 'epoch': 0.04}
{'loss': 2.0852, 'grad_norm': 14.822495460510254, 'learning_rate': 4.925462134764461e-05, 'epoch': 0.04}
{'loss': 2.0875, 'grad_norm': 13.830109596252441, 'learning_rate': 4.920492943748758e-05, 'epoch': 0.05}
{'loss': 2.043, 'grad_norm': 16.585905075073242, 'learning_rate': 4.9155237527330554e-05, 'epoch': 0.05}
{'loss': 2.0521, 'grad_norm': 11.459364891052246, 'learning_rate': 4.9105545617173524e-05, 'epoch': 0.05}
{'loss': 2.0981, 'grad_norm': 12.748201370239258, 'learning_rate': 4.90558537070165e-05, 'epoch': 0.06}
{'loss': 2.0268, 'grad_norm': 15.547828674316406, 'learning_rate': 4.900616179685947e-05, 'epoch': 0.06}
{'loss': 2.0121, 'grad_norm': 15.037361145019531, 'learning_rate': 4.895646988670245e-05, 'epoch': 0.06}
{'loss': 2.1125, 'grad_norm': 13.559226989746094, 'learning_rate': 4.890677797654542e-05, 'epoch': 0.07}
{'loss': 2.086, 'grad_norm': 12.575474739074707, 'learning_rate': 4.8857086066388394e-05, 'epoch': 0.07}
{'loss': 1.9075, 'grad_norm': 14.529817581176758, 'learning_rate': 4.8807394156231365e-05, 'epoch': 0.07}
{'loss': 2.0446, 'grad_norm': 13.259690284729004, 'learning_rate': 4.875770224607434e-05, 'epoch': 0.07}
{'loss': 2.1105, 'grad_norm': 12.817367553710938, 'learning_rate': 4.870801033591731e-05, 'epoch': 0.08}
{'loss': 2.2232, 'grad_norm': 15.358663558959961, 'learning_rate': 4.865831842576029e-05, 'epoch': 0.08}
{'loss': 2.1104, 'grad_norm': 13.260271072387695, 'learning_rate': 4.8608626515603265e-05, 'epoch': 0.08}
{'loss': 2.0779, 'grad_norm': 15.599963188171387, 'learning_rate': 4.8558934605446235e-05, 'epoch': 0.09}
{'loss': 2.1133, 'grad_norm': 14.467879295349121, 'learning_rate': 4.850924269528921e-05, 'epoch': 0.09}
{'loss': 2.1291, 'grad_norm': 13.662672996520996, 'learning_rate': 4.845955078513218e-05, 'epoch': 0.09}
{'loss': 2.117, 'grad_norm': 11.899818420410156, 'learning_rate': 4.840985887497516e-05, 'epoch': 0.1}
{'loss': 1.9826, 'grad_norm': 11.457387924194336, 'learning_rate': 4.8360166964818135e-05, 'epoch': 0.1}
{'loss': 2.0218, 'grad_norm': 13.937142372131348, 'learning_rate': 4.8310475054661106e-05, 'epoch': 0.1}
{'loss': 2.0814, 'grad_norm': 12.68155574798584, 'learning_rate': 4.826078314450408e-05, 'epoch': 0.1}
{'loss': 2.1477, 'grad_norm': 10.886995315551758, 'learning_rate': 4.821109123434705e-05, 'epoch': 0.11}
{'loss': 2.0231, 'grad_norm': 14.691583633422852, 'learning_rate': 4.816139932419003e-05, 'epoch': 0.11}
{'loss': 2.0893, 'grad_norm': 14.84736156463623, 'learning_rate': 4.8111707414033e-05, 'epoch': 0.11}
{'loss': 2.1582, 'grad_norm': 13.084698677062988, 'learning_rate': 4.8062015503875976e-05, 'epoch': 0.12}
{'loss': 2.0633, 'grad_norm': 15.741190910339355, 'learning_rate': 4.8012323593718946e-05, 'epoch': 0.12}
{'loss': 2.1333, 'grad_norm': 13.008016586303711, 'learning_rate': 4.796263168356192e-05, 'epoch': 0.12}
{'loss': 2.0039, 'grad_norm': 12.392908096313477, 'learning_rate': 4.791293977340489e-05, 'epoch': 0.13}
{'loss': 2.1245, 'grad_norm': 16.06036376953125, 'learning_rate': 4.786324786324787e-05, 'epoch': 0.13}
{'loss': 2.0844, 'grad_norm': 14.873662948608398, 'learning_rate': 4.781355595309084e-05, 'epoch': 0.13}
{'loss': 1.962, 'grad_norm': 12.056473731994629, 'learning_rate': 4.7763864042933817e-05, 'epoch': 0.13}
{'loss': 2.1462, 'grad_norm': 12.969676971435547, 'learning_rate': 4.7714172132776787e-05, 'epoch': 0.14}
{'loss': 2.1151, 'grad_norm': 14.73856258392334, 'learning_rate': 4.7664480222619763e-05, 'epoch': 0.14}
{'loss': 2.1696, 'grad_norm': 12.517889976501465, 'learning_rate': 4.7614788312462733e-05, 'epoch': 0.14}
{'loss': 2.1684, 'grad_norm': 11.517316818237305, 'learning_rate': 4.756509640230571e-05, 'epoch': 0.15}
{'loss': 2.0392, 'grad_norm': 10.981523513793945, 'learning_rate': 4.751540449214868e-05, 'epoch': 0.15}
{'loss': 1.8928, 'grad_norm': 12.394852638244629, 'learning_rate': 4.746571258199166e-05, 'epoch': 0.15}
{'loss': 1.9979, 'grad_norm': 12.382933616638184, 'learning_rate': 4.741602067183463e-05, 'epoch': 0.16}
{'loss': 2.0963, 'grad_norm': 14.554376602172852, 'learning_rate': 4.7366328761677604e-05, 'epoch': 0.16}
{'loss': 2.005, 'grad_norm': 14.502394676208496, 'learning_rate': 4.7316636851520574e-05, 'epoch': 0.16}
{'loss': 2.0715, 'grad_norm': 13.282261848449707, 'learning_rate': 4.726694494136355e-05, 'epoch': 0.16}
{'loss': 2.0883, 'grad_norm': 11.256124496459961, 'learning_rate': 4.721725303120652e-05, 'epoch': 0.17}
{'loss': 2.1063, 'grad_norm': 12.358503341674805, 'learning_rate': 4.71675611210495e-05, 'epoch': 0.17}
{'loss': 2.1802, 'grad_norm': 14.953710556030273, 'learning_rate': 4.711786921089247e-05, 'epoch': 0.17}
{'loss': 2.1165, 'grad_norm': 13.834614753723145, 'learning_rate': 4.7068177300735444e-05, 'epoch': 0.18}
{'loss': 2.0257, 'grad_norm': 12.372319221496582, 'learning_rate': 4.7018485390578414e-05, 'epoch': 0.18}
{'loss': 2.238, 'grad_norm': 11.183842658996582, 'learning_rate': 4.696879348042139e-05, 'epoch': 0.18}
{'loss': 2.1799, 'grad_norm': 12.489151000976562, 'learning_rate': 4.691910157026436e-05, 'epoch': 0.18}
{'loss': 2.0464, 'grad_norm': 13.0687255859375, 'learning_rate': 4.686940966010734e-05, 'epoch': 0.19}
{'loss': 2.0199, 'grad_norm': 15.888214111328125, 'learning_rate': 4.681971774995031e-05, 'epoch': 0.19}
{'loss': 2.0854, 'grad_norm': 13.502870559692383, 'learning_rate': 4.6770025839793285e-05, 'epoch': 0.19}
{'loss': 2.0681, 'grad_norm': 12.981709480285645, 'learning_rate': 4.6720333929636255e-05, 'epoch': 0.2}
{'loss': 2.1502, 'grad_norm': 12.527830123901367, 'learning_rate': 4.667064201947923e-05, 'epoch': 0.2}
{'loss': 2.2751, 'grad_norm': 12.505855560302734, 'learning_rate': 4.66209501093222e-05, 'epoch': 0.2}
{'loss': 2.0194, 'grad_norm': 11.59546184539795, 'learning_rate': 4.657125819916518e-05, 'epoch': 0.21}
{'loss': 2.1473, 'grad_norm': 12.877289772033691, 'learning_rate': 4.652156628900815e-05, 'epoch': 0.21}
{'loss': 2.1216, 'grad_norm': 12.633004188537598, 'learning_rate': 4.6471874378851126e-05, 'epoch': 0.21}
{'loss': 2.1029, 'grad_norm': 13.068866729736328, 'learning_rate': 4.6422182468694096e-05, 'epoch': 0.21}
{'loss': 1.9817, 'grad_norm': 21.09295654296875, 'learning_rate': 4.637249055853707e-05, 'epoch': 0.22}
{'loss': 2.1824, 'grad_norm': 17.566665649414062, 'learning_rate': 4.632279864838004e-05, 'epoch': 0.22}
{'loss': 2.0414, 'grad_norm': 15.466876983642578, 'learning_rate': 4.627310673822302e-05, 'epoch': 0.22}
{'loss': 2.0945, 'grad_norm': 10.691768646240234, 'learning_rate': 4.622341482806599e-05, 'epoch': 0.23}
{'loss': 2.0479, 'grad_norm': 11.777480125427246, 'learning_rate': 4.6173722917908966e-05, 'epoch': 0.23}
{'loss': 2.0231, 'grad_norm': 11.011990547180176, 'learning_rate': 4.6124031007751936e-05, 'epoch': 0.23}
{'loss': 2.2641, 'grad_norm': 14.851819038391113, 'learning_rate': 4.607433909759491e-05, 'epoch': 0.24}
{'loss': 2.1818, 'grad_norm': 11.88294506072998, 'learning_rate': 4.602464718743788e-05, 'epoch': 0.24}
{'loss': 1.9365, 'grad_norm': 12.763875007629395, 'learning_rate': 4.597495527728086e-05, 'epoch': 0.24}
{'loss': 2.2312, 'grad_norm': 13.481599807739258, 'learning_rate': 4.592526336712383e-05, 'epoch': 0.24}
{'loss': 2.1587, 'grad_norm': 12.688485145568848, 'learning_rate': 4.5875571456966807e-05, 'epoch': 0.25}
{'loss': 2.1386, 'grad_norm': 13.287921905517578, 'learning_rate': 4.5825879546809783e-05, 'epoch': 0.25}
{'loss': 2.2349, 'grad_norm': 11.955012321472168, 'learning_rate': 4.5776187636652753e-05, 'epoch': 0.25}
{'loss': 2.1397, 'grad_norm': 11.12729549407959, 'learning_rate': 4.572649572649573e-05, 'epoch': 0.26}
{'loss': 2.0699, 'grad_norm': 11.584367752075195, 'learning_rate': 4.56768038163387e-05, 'epoch': 0.26}
{'loss': 2.2424, 'grad_norm': 12.515698432922363, 'learning_rate': 4.562711190618168e-05, 'epoch': 0.26}
{'loss': 2.1176, 'grad_norm': 11.323041915893555, 'learning_rate': 4.5577419996024654e-05, 'epoch': 0.27}
{'loss': 2.1297, 'grad_norm': 14.76648998260498, 'learning_rate': 4.5527728085867624e-05, 'epoch': 0.27}
{'loss': 2.0997, 'grad_norm': 12.417012214660645, 'learning_rate': 4.54780361757106e-05, 'epoch': 0.27}
{'loss': 2.03, 'grad_norm': 12.165937423706055, 'learning_rate': 4.542834426555357e-05, 'epoch': 0.27}
{'loss': 2.084, 'grad_norm': 13.547520637512207, 'learning_rate': 4.537865235539655e-05, 'epoch': 0.28}
{'loss': 2.1311, 'grad_norm': 14.48449993133545, 'learning_rate': 4.532896044523952e-05, 'epoch': 0.28}
{'loss': 2.0519, 'grad_norm': 12.896147727966309, 'learning_rate': 4.5279268535082494e-05, 'epoch': 0.28}
{'loss': 2.0713, 'grad_norm': 13.349185943603516, 'learning_rate': 4.5229576624925464e-05, 'epoch': 0.29}
{'loss': 2.0576, 'grad_norm': 12.897393226623535, 'learning_rate': 4.517988471476844e-05, 'epoch': 0.29}
{'loss': 2.0592, 'grad_norm': 12.316871643066406, 'learning_rate': 4.513019280461141e-05, 'epoch': 0.29}
{'loss': 2.0763, 'grad_norm': 11.295265197753906, 'learning_rate': 4.508050089445439e-05, 'epoch': 0.3}
{'loss': 2.1942, 'grad_norm': 13.264571189880371, 'learning_rate': 4.503080898429736e-05, 'epoch': 0.3}
{'loss': 2.0716, 'grad_norm': 11.01230525970459, 'learning_rate': 4.4981117074140335e-05, 'epoch': 0.3}
{'loss': 2.019, 'grad_norm': 14.366545677185059, 'learning_rate': 4.4931425163983305e-05, 'epoch': 0.3}
{'loss': 2.1783, 'grad_norm': 14.196390151977539, 'learning_rate': 4.488173325382628e-05, 'epoch': 0.31}
{'loss': 2.178, 'grad_norm': 13.333571434020996, 'learning_rate': 4.483204134366925e-05, 'epoch': 0.31}
{'loss': 2.114, 'grad_norm': 13.493277549743652, 'learning_rate': 4.478234943351223e-05, 'epoch': 0.31}
{'loss': 2.0933, 'grad_norm': 10.311139106750488, 'learning_rate': 4.47326575233552e-05, 'epoch': 0.32}
{'loss': 2.0548, 'grad_norm': 14.648128509521484, 'learning_rate': 4.4682965613198176e-05, 'epoch': 0.32}
{'loss': 2.1417, 'grad_norm': 13.493081092834473, 'learning_rate': 4.4633273703041146e-05, 'epoch': 0.32}
{'loss': 2.0996, 'grad_norm': 10.395793914794922, 'learning_rate': 4.458358179288412e-05, 'epoch': 0.32}
{'loss': 2.189, 'grad_norm': 16.468353271484375, 'learning_rate': 4.453388988272709e-05, 'epoch': 0.33}
{'loss': 2.1018, 'grad_norm': 12.1659517288208, 'learning_rate': 4.448419797257007e-05, 'epoch': 0.33}
{'loss': 2.0972, 'grad_norm': 11.968561172485352, 'learning_rate': 4.443450606241304e-05, 'epoch': 0.33}
{'loss': 2.1637, 'grad_norm': 11.181782722473145, 'learning_rate': 4.4384814152256016e-05, 'epoch': 0.34}
{'loss': 2.1175, 'grad_norm': 12.650436401367188, 'learning_rate': 4.4335122242098986e-05, 'epoch': 0.34}
{'loss': 2.0738, 'grad_norm': 14.181190490722656, 'learning_rate': 4.428543033194196e-05, 'epoch': 0.34}
{'loss': 2.1783, 'grad_norm': 11.418212890625, 'learning_rate': 4.423573842178493e-05, 'epoch': 0.35}
{'loss': 2.2516, 'grad_norm': 14.868438720703125, 'learning_rate': 4.418604651162791e-05, 'epoch': 0.35}
{'loss': 2.052, 'grad_norm': 12.508814811706543, 'learning_rate': 4.413635460147088e-05, 'epoch': 0.35}
{'loss': 2.0876, 'grad_norm': 12.676048278808594, 'learning_rate': 4.4086662691313857e-05, 'epoch': 0.35}
{'loss': 2.1581, 'grad_norm': 10.37334156036377, 'learning_rate': 4.4036970781156827e-05, 'epoch': 0.36}
{'loss': 1.958, 'grad_norm': 13.022077560424805, 'learning_rate': 4.3987278870999803e-05, 'epoch': 0.36}
{'loss': 2.1354, 'grad_norm': 9.619160652160645, 'learning_rate': 4.3937586960842773e-05, 'epoch': 0.36}
{'loss': 2.1811, 'grad_norm': 13.822758674621582, 'learning_rate': 4.388789505068575e-05, 'epoch': 0.37}
{'loss': 2.0934, 'grad_norm': 11.331304550170898, 'learning_rate': 4.383820314052872e-05, 'epoch': 0.37}
{'loss': 2.2724, 'grad_norm': 13.18140697479248, 'learning_rate': 4.37885112303717e-05, 'epoch': 0.37}
{'loss': 2.1346, 'grad_norm': 10.189840316772461, 'learning_rate': 4.373881932021467e-05, 'epoch': 0.38}
{'loss': 2.0986, 'grad_norm': 11.73729133605957, 'learning_rate': 4.3689127410057644e-05, 'epoch': 0.38}
{'loss': 2.0619, 'grad_norm': 11.794363975524902, 'learning_rate': 4.3639435499900614e-05, 'epoch': 0.38}
{'loss': 2.1621, 'grad_norm': 12.063858985900879, 'learning_rate': 4.358974358974359e-05, 'epoch': 0.38}
{'loss': 2.2907, 'grad_norm': 12.273661613464355, 'learning_rate': 4.354005167958656e-05, 'epoch': 0.39}
{'loss': 2.1288, 'grad_norm': 11.221416473388672, 'learning_rate': 4.349035976942954e-05, 'epoch': 0.39}
{'loss': 2.1308, 'grad_norm': 12.630729675292969, 'learning_rate': 4.344066785927251e-05, 'epoch': 0.39}
{'loss': 2.0872, 'grad_norm': 12.929308891296387, 'learning_rate': 4.3390975949115484e-05, 'epoch': 0.4}
{'loss': 2.0545, 'grad_norm': 12.814523696899414, 'learning_rate': 4.3341284038958455e-05, 'epoch': 0.4}
{'loss': 2.2875, 'grad_norm': 15.91647720336914, 'learning_rate': 4.329159212880143e-05, 'epoch': 0.4}
{'loss': 2.0855, 'grad_norm': 13.814186096191406, 'learning_rate': 4.32419002186444e-05, 'epoch': 0.41}
{'loss': 2.1012, 'grad_norm': 10.944104194641113, 'learning_rate': 4.319220830848738e-05, 'epoch': 0.41}
{'loss': 2.1559, 'grad_norm': 12.0132417678833, 'learning_rate': 4.314251639833035e-05, 'epoch': 0.41}
{'loss': 2.0925, 'grad_norm': 11.983161926269531, 'learning_rate': 4.3092824488173325e-05, 'epoch': 0.41}
{'loss': 2.1242, 'grad_norm': 9.413228988647461, 'learning_rate': 4.30431325780163e-05, 'epoch': 0.42}
{'loss': 2.1681, 'grad_norm': 10.905308723449707, 'learning_rate': 4.299344066785927e-05, 'epoch': 0.42}
{'loss': 2.0463, 'grad_norm': 11.509060859680176, 'learning_rate': 4.294374875770225e-05, 'epoch': 0.42}
{'loss': 2.0753, 'grad_norm': 11.318354606628418, 'learning_rate': 4.289405684754522e-05, 'epoch': 0.43}
{'loss': 2.2096, 'grad_norm': 11.506488800048828, 'learning_rate': 4.2844364937388196e-05, 'epoch': 0.43}
{'loss': 2.13, 'grad_norm': 11.276065826416016, 'learning_rate': 4.279467302723117e-05, 'epoch': 0.43}
{'loss': 2.1399, 'grad_norm': 12.112722396850586, 'learning_rate': 4.274498111707414e-05, 'epoch': 0.44}
{'loss': 2.1822, 'grad_norm': 13.624785423278809, 'learning_rate': 4.269528920691712e-05, 'epoch': 0.44}
{'loss': 2.1388, 'grad_norm': 11.303153038024902, 'learning_rate': 4.264559729676009e-05, 'epoch': 0.44}
{'loss': 2.0125, 'grad_norm': 9.91907787322998, 'learning_rate': 4.2595905386603066e-05, 'epoch': 0.44}
{'loss': 2.0277, 'grad_norm': 11.419259071350098, 'learning_rate': 4.2546213476446036e-05, 'epoch': 0.45}
{'loss': 2.0221, 'grad_norm': 11.725361824035645, 'learning_rate': 4.249652156628901e-05, 'epoch': 0.45}
{'loss': 2.0849, 'grad_norm': 13.10487174987793, 'learning_rate': 4.244682965613198e-05, 'epoch': 0.45}
{'loss': 2.1112, 'grad_norm': 11.103571891784668, 'learning_rate': 4.239713774597496e-05, 'epoch': 0.46}
{'loss': 2.049, 'grad_norm': 11.72757625579834, 'learning_rate': 4.234744583581793e-05, 'epoch': 0.46}
{'loss': 2.0588, 'grad_norm': 9.855546951293945, 'learning_rate': 4.2297753925660907e-05, 'epoch': 0.46}
{'loss': 2.2232, 'grad_norm': 12.471498489379883, 'learning_rate': 4.2248062015503877e-05, 'epoch': 0.47}
{'loss': 2.0217, 'grad_norm': 13.4589204788208, 'learning_rate': 4.219837010534685e-05, 'epoch': 0.47}
{'loss': 2.0487, 'grad_norm': 13.422321319580078, 'learning_rate': 4.2148678195189823e-05, 'epoch': 0.47}
{'loss': 2.158, 'grad_norm': 11.231812477111816, 'learning_rate': 4.20989862850328e-05, 'epoch': 0.47}
{'loss': 1.9426, 'grad_norm': 11.169000625610352, 'learning_rate': 4.204929437487577e-05, 'epoch': 0.48}
{'loss': 2.1054, 'grad_norm': 12.49074649810791, 'learning_rate': 4.199960246471875e-05, 'epoch': 0.48}
{'loss': 2.0321, 'grad_norm': 11.50423812866211, 'learning_rate': 4.194991055456172e-05, 'epoch': 0.48}
{'loss': 2.183, 'grad_norm': 11.838419914245605, 'learning_rate': 4.1900218644404694e-05, 'epoch': 0.49}
{'loss': 2.1347, 'grad_norm': 12.231834411621094, 'learning_rate': 4.185052673424767e-05, 'epoch': 0.49}
{'loss': 2.0458, 'grad_norm': 11.06121826171875, 'learning_rate': 4.180083482409064e-05, 'epoch': 0.49}
{'loss': 2.0529, 'grad_norm': 13.137077331542969, 'learning_rate': 4.175114291393362e-05, 'epoch': 0.49}
{'loss': 2.2223, 'grad_norm': 11.716571807861328, 'learning_rate': 4.170145100377659e-05, 'epoch': 0.5}
{'loss': 2.2547, 'grad_norm': 10.940750122070312, 'learning_rate': 4.1651759093619564e-05, 'epoch': 0.5}
{'loss': 2.1802, 'grad_norm': 10.61434555053711, 'learning_rate': 4.1602067183462534e-05, 'epoch': 0.5}
{'loss': 2.0693, 'grad_norm': 11.82742977142334, 'learning_rate': 4.155237527330551e-05, 'epoch': 0.51}
{'loss': 2.0591, 'grad_norm': 11.58152961730957, 'learning_rate': 4.150268336314848e-05, 'epoch': 0.51}
{'loss': 2.1068, 'grad_norm': 12.30720043182373, 'learning_rate': 4.145299145299146e-05, 'epoch': 0.51}
{'loss': 2.0637, 'grad_norm': 11.836938858032227, 'learning_rate': 4.140329954283443e-05, 'epoch': 0.52}
{'loss': 2.1426, 'grad_norm': 13.038634300231934, 'learning_rate': 4.1353607632677405e-05, 'epoch': 0.52}
{'loss': 2.1105, 'grad_norm': 10.352226257324219, 'learning_rate': 4.1303915722520375e-05, 'epoch': 0.52}
{'loss': 2.054, 'grad_norm': 12.572304725646973, 'learning_rate': 4.125422381236335e-05, 'epoch': 0.52}
{'loss': 2.1895, 'grad_norm': 12.120137214660645, 'learning_rate': 4.120453190220632e-05, 'epoch': 0.53}
{'loss': 2.1185, 'grad_norm': 11.823888778686523, 'learning_rate': 4.11548399920493e-05, 'epoch': 0.53}
{'loss': 2.3127, 'grad_norm': 12.150562286376953, 'learning_rate': 4.110514808189227e-05, 'epoch': 0.53}
{'loss': 1.9516, 'grad_norm': 10.697298049926758, 'learning_rate': 4.1055456171735245e-05, 'epoch': 0.54}
{'loss': 2.0129, 'grad_norm': 12.846827507019043, 'learning_rate': 4.1005764261578216e-05, 'epoch': 0.54}
{'loss': 2.1191, 'grad_norm': 11.622151374816895, 'learning_rate': 4.095607235142119e-05, 'epoch': 0.54}
{'loss': 2.0489, 'grad_norm': 11.368593215942383, 'learning_rate': 4.090638044126416e-05, 'epoch': 0.55}
{'loss': 2.1133, 'grad_norm': 10.536538124084473, 'learning_rate': 4.085668853110714e-05, 'epoch': 0.55}
{'loss': 2.0594, 'grad_norm': 11.616984367370605, 'learning_rate': 4.080699662095011e-05, 'epoch': 0.55}
