Using device: cuda
Loading embedding model and tokenizer...
Original data size: 36718
Filtered data size: 17148
Training Model 0...
Holdout evaluation before iterations:
Prompt:  However , as Hung notes , he " is the only Chinese poet whose influence grew with time " , and his works began to increase in popularity in the ninth century . Early positive comments came from Bai Juyi , who praised the moral sentiments of some of Du Fu 's works ( although he found these in only a
Candidate 1:  few years or so) , " It seems to me that it is because his poems are well recorded in the English language . Indeed, it is said that there are no Chinese poems in English , but many are published in Chinese , with the exception of some of the English poems " , " and " , " and ",
Candidate 2:  short time ). Most important also some reviews come from the Chinese scholar Zhongnong Huang, who expressed his love of Du Fu 's works. Although Zhongnong Huang's comments about the "cultural vitality" of Du Fu 's works have been met with many negative criticisms, his views are often cited as
Candidate 3:  limited amount , and did not discuss all of it ). His works were not included in the list of Chinese Poetry Poems but became their own special style . Other critics (who were of the opinion that Chinese prose poetry did not exist), in particular Jiang Yang (who saw "literary culture" in general as one
Prompt:  In 2000 Boulter had a guest @-@ starring role on the television series The Bill ; he portrayed " Scott Parry " in the episode , " In Safe Hands " . Boulter starred as " Scott " in the play Herons written by Simon Stephens , which was performed in 2001 at the Royal Court
{'loss': 2.374, 'grad_norm': 12.757272720336914, 'learning_rate': 4.584939223243403e-05, 'epoch': 0.25}
{'loss': 2.4449, 'grad_norm': 12.89822769165039, 'learning_rate': 4.579998023520111e-05, 'epoch': 0.25}
{'loss': 2.5615, 'grad_norm': 15.409476280212402, 'learning_rate': 4.575056823796818e-05, 'epoch': 0.25}
{'loss': 2.4491, 'grad_norm': 13.317115783691406, 'learning_rate': 4.5701156240735256e-05, 'epoch': 0.26}
{'loss': 2.4502, 'grad_norm': 12.26576042175293, 'learning_rate': 4.5651744243502324e-05, 'epoch': 0.26}
{'loss': 2.5009, 'grad_norm': 14.0927152633667, 'learning_rate': 4.56023322462694e-05, 'epoch': 0.26}
{'loss': 2.4793, 'grad_norm': 14.556822776794434, 'learning_rate': 4.5552920249036465e-05, 'epoch': 0.27}
{'loss': 2.5045, 'grad_norm': 12.258270263671875, 'learning_rate': 4.550350825180354e-05, 'epoch': 0.27}
{'loss': 2.4976, 'grad_norm': 15.479074478149414, 'learning_rate': 4.5454096254570614e-05, 'epoch': 0.27}
{'loss': 2.4611, 'grad_norm': 14.426511764526367, 'learning_rate': 4.540468425733768e-05, 'epoch': 0.28}
{'loss': 2.5109, 'grad_norm': 12.764558792114258, 'learning_rate': 4.5355272260104756e-05, 'epoch': 0.28}
{'loss': 2.5551, 'grad_norm': 13.97278118133545, 'learning_rate': 4.530586026287183e-05, 'epoch': 0.28}
{'loss': 2.4324, 'grad_norm': 12.846893310546875, 'learning_rate': 4.5256448265638904e-05, 'epoch': 0.28}
{'loss': 2.3594, 'grad_norm': 11.47130012512207, 'learning_rate': 4.520703626840597e-05, 'epoch': 0.29}
{'loss': 2.3983, 'grad_norm': 11.544513702392578, 'learning_rate': 4.5157624271173046e-05, 'epoch': 0.29}
{'loss': 2.349, 'grad_norm': 12.693397521972656, 'learning_rate': 4.5108212273940114e-05, 'epoch': 0.29}
{'loss': 2.5246, 'grad_norm': 14.549176216125488, 'learning_rate': 4.505880027670719e-05, 'epoch': 0.3}
{'loss': 2.4692, 'grad_norm': 13.57123851776123, 'learning_rate': 4.5009388279474256e-05, 'epoch': 0.3}
{'loss': 2.499, 'grad_norm': 14.06112289428711, 'learning_rate': 4.495997628224133e-05, 'epoch': 0.3}
{'loss': 2.4155, 'grad_norm': 13.281660079956055, 'learning_rate': 4.49105642850084e-05, 'epoch': 0.31}
{'loss': 2.4366, 'grad_norm': 11.746896743774414, 'learning_rate': 4.486115228777548e-05, 'epoch': 0.31}
{'loss': 2.3956, 'grad_norm': 15.089921951293945, 'learning_rate': 4.4811740290542546e-05, 'epoch': 0.31}
{'loss': 2.4579, 'grad_norm': 13.14212417602539, 'learning_rate': 4.476232829330962e-05, 'epoch': 0.31}
{'loss': 2.4747, 'grad_norm': 12.86137580871582, 'learning_rate': 4.471291629607669e-05, 'epoch': 0.32}
{'loss': 2.4456, 'grad_norm': 15.81307315826416, 'learning_rate': 4.466350429884376e-05, 'epoch': 0.32}
{'loss': 2.396, 'grad_norm': 12.605340003967285, 'learning_rate': 4.461409230161083e-05, 'epoch': 0.32}
{'loss': 2.3796, 'grad_norm': 13.081559181213379, 'learning_rate': 4.4564680304377904e-05, 'epoch': 0.33}
{'loss': 2.4286, 'grad_norm': 13.744939804077148, 'learning_rate': 4.451526830714498e-05, 'epoch': 0.33}
{'loss': 2.4714, 'grad_norm': 13.952116966247559, 'learning_rate': 4.4465856309912046e-05, 'epoch': 0.33}
{'loss': 2.4086, 'grad_norm': 11.009649276733398, 'learning_rate': 4.441644431267912e-05, 'epoch': 0.34}
{'loss': 2.4905, 'grad_norm': 13.951274871826172, 'learning_rate': 4.4367032315446194e-05, 'epoch': 0.34}
{'loss': 2.4561, 'grad_norm': 14.020169258117676, 'learning_rate': 4.431762031821327e-05, 'epoch': 0.34}
{'loss': 2.479, 'grad_norm': 14.148201942443848, 'learning_rate': 4.4268208320980336e-05, 'epoch': 0.34}
{'loss': 2.4825, 'grad_norm': 12.960984230041504, 'learning_rate': 4.421879632374741e-05, 'epoch': 0.35}
{'loss': 2.4049, 'grad_norm': 13.175804138183594, 'learning_rate': 4.416938432651448e-05, 'epoch': 0.35}
{'loss': 2.5383, 'grad_norm': 14.292588233947754, 'learning_rate': 4.411997232928155e-05, 'epoch': 0.35}
{'loss': 2.3605, 'grad_norm': 12.687103271484375, 'learning_rate': 4.407056033204862e-05, 'epoch': 0.36}
{'loss': 2.4622, 'grad_norm': 13.154634475708008, 'learning_rate': 4.4021148334815694e-05, 'epoch': 0.36}
{'loss': 2.3269, 'grad_norm': 12.16800308227539, 'learning_rate': 4.397173633758277e-05, 'epoch': 0.36}
{'loss': 2.4403, 'grad_norm': 13.837761878967285, 'learning_rate': 4.392232434034984e-05, 'epoch': 0.36}
{'loss': 2.423, 'grad_norm': 13.082406997680664, 'learning_rate': 4.387291234311691e-05, 'epoch': 0.37}
{'loss': 2.3883, 'grad_norm': 13.167107582092285, 'learning_rate': 4.3823500345883984e-05, 'epoch': 0.37}
{'loss': 2.4206, 'grad_norm': 13.335105895996094, 'learning_rate': 4.377408834865105e-05, 'epoch': 0.37}
{'loss': 2.4818, 'grad_norm': 11.880258560180664, 'learning_rate': 4.3724676351418126e-05, 'epoch': 0.38}
{'loss': 2.4832, 'grad_norm': 13.392873764038086, 'learning_rate': 4.3675264354185194e-05, 'epoch': 0.38}
{'loss': 2.4919, 'grad_norm': 12.844152450561523, 'learning_rate': 4.362585235695227e-05, 'epoch': 0.38}
{'loss': 2.4251, 'grad_norm': 12.675030708312988, 'learning_rate': 4.357644035971934e-05, 'epoch': 0.39}
{'loss': 2.3913, 'grad_norm': 13.176352500915527, 'learning_rate': 4.352702836248642e-05, 'epoch': 0.39}
{'loss': 2.3639, 'grad_norm': 12.830556869506836, 'learning_rate': 4.3477616365253484e-05, 'epoch': 0.39}
{'loss': 2.4504, 'grad_norm': 13.149362564086914, 'learning_rate': 4.342820436802056e-05, 'epoch': 0.39}
{'loss': 2.4839, 'grad_norm': 13.826431274414062, 'learning_rate': 4.337879237078763e-05, 'epoch': 0.4}
{'loss': 2.4893, 'grad_norm': 13.879617691040039, 'learning_rate': 4.33293803735547e-05, 'epoch': 0.4}
{'loss': 2.4137, 'grad_norm': 13.207393646240234, 'learning_rate': 4.3279968376321775e-05, 'epoch': 0.4}
{'loss': 2.4024, 'grad_norm': 12.4172945022583, 'learning_rate': 4.323055637908884e-05, 'epoch': 0.41}
{'loss': 2.514, 'grad_norm': 11.625679016113281, 'learning_rate': 4.3181144381855916e-05, 'epoch': 0.41}
{'loss': 2.3969, 'grad_norm': 14.48599910736084, 'learning_rate': 4.3131732384622984e-05, 'epoch': 0.41}
{'loss': 2.3384, 'grad_norm': 11.322592735290527, 'learning_rate': 4.3082320387390065e-05, 'epoch': 0.42}
{'loss': 2.5515, 'grad_norm': 13.076510429382324, 'learning_rate': 4.303290839015713e-05, 'epoch': 0.42}
{'loss': 2.5255, 'grad_norm': 14.568666458129883, 'learning_rate': 4.298349639292421e-05, 'epoch': 0.42}
{'loss': 2.3959, 'grad_norm': 12.481924057006836, 'learning_rate': 4.2934084395691274e-05, 'epoch': 0.42}
{'loss': 2.4445, 'grad_norm': 13.447565078735352, 'learning_rate': 4.288467239845835e-05, 'epoch': 0.43}
{'loss': 2.4804, 'grad_norm': 13.557528495788574, 'learning_rate': 4.2835260401225416e-05, 'epoch': 0.43}
{'loss': 2.4496, 'grad_norm': 12.997766494750977, 'learning_rate': 4.278584840399249e-05, 'epoch': 0.43}
{'loss': 2.3082, 'grad_norm': 11.536382675170898, 'learning_rate': 4.273643640675956e-05, 'epoch': 0.44}
{'loss': 2.4312, 'grad_norm': 11.416670799255371, 'learning_rate': 4.268702440952663e-05, 'epoch': 0.44}
{'loss': 2.4774, 'grad_norm': 12.131192207336426, 'learning_rate': 4.2637612412293707e-05, 'epoch': 0.44}
{'loss': 2.4232, 'grad_norm': 13.100558280944824, 'learning_rate': 4.258820041506078e-05, 'epoch': 0.44}
{'loss': 2.4817, 'grad_norm': 13.465418815612793, 'learning_rate': 4.2538788417827855e-05, 'epoch': 0.45}
{'loss': 2.4997, 'grad_norm': 13.950305938720703, 'learning_rate': 4.248937642059492e-05, 'epoch': 0.45}
{'loss': 2.4826, 'grad_norm': 16.671926498413086, 'learning_rate': 4.2439964423362e-05, 'epoch': 0.45}
{'loss': 2.415, 'grad_norm': 12.76053237915039, 'learning_rate': 4.2390552426129064e-05, 'epoch': 0.46}
{'loss': 2.5333, 'grad_norm': 13.972061157226562, 'learning_rate': 4.234114042889614e-05, 'epoch': 0.46}
{'loss': 2.4272, 'grad_norm': 11.725406646728516, 'learning_rate': 4.2291728431663206e-05, 'epoch': 0.46}
{'loss': 2.3667, 'grad_norm': 12.629340171813965, 'learning_rate': 4.224231643443028e-05, 'epoch': 0.47}
{'loss': 2.4736, 'grad_norm': 13.587770462036133, 'learning_rate': 4.2192904437197355e-05, 'epoch': 0.47}
{'loss': 2.4111, 'grad_norm': 13.062253952026367, 'learning_rate': 4.214349243996443e-05, 'epoch': 0.47}
{'loss': 2.3383, 'grad_norm': 13.230752944946289, 'learning_rate': 4.20940804427315e-05, 'epoch': 0.47}
{'loss': 2.4457, 'grad_norm': 12.985113143920898, 'learning_rate': 4.204466844549857e-05, 'epoch': 0.48}
{'loss': 2.5537, 'grad_norm': 13.608043670654297, 'learning_rate': 4.199525644826564e-05, 'epoch': 0.48}
{'loss': 2.3897, 'grad_norm': 10.616751670837402, 'learning_rate': 4.194584445103271e-05, 'epoch': 0.48}
{'loss': 2.3445, 'grad_norm': 11.00957202911377, 'learning_rate': 4.189643245379978e-05, 'epoch': 0.49}
{'loss': 2.3618, 'grad_norm': 11.994119644165039, 'learning_rate': 4.1847020456566855e-05, 'epoch': 0.49}
{'loss': 2.4392, 'grad_norm': 13.10180377960205, 'learning_rate': 4.179760845933393e-05, 'epoch': 0.49}
{'loss': 2.3941, 'grad_norm': 14.794559478759766, 'learning_rate': 4.1748196462101e-05, 'epoch': 0.5}
{'loss': 2.3715, 'grad_norm': 15.041979789733887, 'learning_rate': 4.169878446486807e-05, 'epoch': 0.5}
{'loss': 2.4512, 'grad_norm': 11.693504333496094, 'learning_rate': 4.1649372467635145e-05, 'epoch': 0.5}
{'loss': 2.4566, 'grad_norm': 11.152016639709473, 'learning_rate': 4.159996047040222e-05, 'epoch': 0.5}
{'loss': 2.479, 'grad_norm': 12.59914779663086, 'learning_rate': 4.155054847316929e-05, 'epoch': 0.51}
{'loss': 2.3832, 'grad_norm': 10.674263954162598, 'learning_rate': 4.150113647593636e-05, 'epoch': 0.51}
{'loss': 2.4363, 'grad_norm': 11.07322883605957, 'learning_rate': 4.145172447870343e-05, 'epoch': 0.51}
{'loss': 2.4302, 'grad_norm': 12.499909400939941, 'learning_rate': 4.14023124814705e-05, 'epoch': 0.52}
{'loss': 2.398, 'grad_norm': 14.417654037475586, 'learning_rate': 4.135290048423757e-05, 'epoch': 0.52}
{'loss': 2.5204, 'grad_norm': 13.604242324829102, 'learning_rate': 4.130348848700465e-05, 'epoch': 0.52}
{'loss': 2.4322, 'grad_norm': 12.699051856994629, 'learning_rate': 4.125407648977172e-05, 'epoch': 0.52}
{'loss': 2.4965, 'grad_norm': 13.371856689453125, 'learning_rate': 4.120466449253879e-05, 'epoch': 0.53}
{'loss': 2.3785, 'grad_norm': 12.62239933013916, 'learning_rate': 4.115525249530586e-05, 'epoch': 0.53}
{'loss': 2.397, 'grad_norm': 14.560863494873047, 'learning_rate': 4.1105840498072935e-05, 'epoch': 0.53}
{'loss': 2.3467, 'grad_norm': 13.097307205200195, 'learning_rate': 4.105642850084e-05, 'epoch': 0.54}
{'loss': 2.4264, 'grad_norm': 12.548205375671387, 'learning_rate': 4.100701650360708e-05, 'epoch': 0.54}
{'loss': 2.4875, 'grad_norm': 12.294323921203613, 'learning_rate': 4.0957604506374144e-05, 'epoch': 0.54}
{'loss': 2.4722, 'grad_norm': 12.026111602783203, 'learning_rate': 4.090819250914122e-05, 'epoch': 0.55}
{'loss': 2.4871, 'grad_norm': 12.78404712677002, 'learning_rate': 4.085878051190829e-05, 'epoch': 0.55}
{'loss': 2.3763, 'grad_norm': 13.134832382202148, 'learning_rate': 4.080936851467537e-05, 'epoch': 0.55}
{'loss': 2.4941, 'grad_norm': 12.62845230102539, 'learning_rate': 4.0759956517442435e-05, 'epoch': 0.55}
{'loss': 2.356, 'grad_norm': 9.439003944396973, 'learning_rate': 4.071054452020951e-05, 'epoch': 0.56}
{'loss': 2.5313, 'grad_norm': 13.628625869750977, 'learning_rate': 4.0661132522976583e-05, 'epoch': 0.56}
{'loss': 2.3824, 'grad_norm': 11.865290641784668, 'learning_rate': 4.061172052574365e-05, 'epoch': 0.56}
{'loss': 2.4381, 'grad_norm': 11.743376731872559, 'learning_rate': 4.0562308528510725e-05, 'epoch': 0.57}
{'loss': 2.3087, 'grad_norm': 12.028200149536133, 'learning_rate': 4.051289653127779e-05, 'epoch': 0.57}
{'loss': 2.4568, 'grad_norm': 13.366064071655273, 'learning_rate': 4.046348453404487e-05, 'epoch': 0.57}
{'loss': 2.577, 'grad_norm': 11.42812442779541, 'learning_rate': 4.041407253681194e-05, 'epoch': 0.58}
{'loss': 2.4585, 'grad_norm': 12.079524040222168, 'learning_rate': 4.0364660539579016e-05, 'epoch': 0.58}
{'loss': 2.3232, 'grad_norm': 11.511361122131348, 'learning_rate': 4.031524854234608e-05, 'epoch': 0.58}
{'loss': 2.4581, 'grad_norm': 12.042312622070312, 'learning_rate': 4.026583654511316e-05, 'epoch': 0.58}
{'loss': 2.4499, 'grad_norm': 14.000268936157227, 'learning_rate': 4.0216424547880225e-05, 'epoch': 0.59}
{'loss': 2.3878, 'grad_norm': 11.54379653930664, 'learning_rate': 4.01670125506473e-05, 'epoch': 0.59}
{'loss': 2.5157, 'grad_norm': 13.066750526428223, 'learning_rate': 4.011760055341437e-05, 'epoch': 0.59}
{'loss': 2.4795, 'grad_norm': 15.097159385681152, 'learning_rate': 4.006818855618144e-05, 'epoch': 0.6}
{'loss': 2.452, 'grad_norm': 12.123848915100098, 'learning_rate': 4.001877655894851e-05, 'epoch': 0.6}
{'loss': 2.3262, 'grad_norm': 12.141825675964355, 'learning_rate': 3.996936456171559e-05, 'epoch': 0.6}
{'loss': 2.4268, 'grad_norm': 12.726405143737793, 'learning_rate': 3.991995256448266e-05, 'epoch': 0.6}
{'loss': 2.4426, 'grad_norm': 13.451468467712402, 'learning_rate': 3.987054056724973e-05, 'epoch': 0.61}
{'loss': 2.3681, 'grad_norm': 12.82017993927002, 'learning_rate': 3.98211285700168e-05, 'epoch': 0.61}
{'loss': 2.4363, 'grad_norm': 12.487693786621094, 'learning_rate': 3.977171657278387e-05, 'epoch': 0.61}
{'loss': 2.4339, 'grad_norm': 11.56584644317627, 'learning_rate': 3.972230457555095e-05, 'epoch': 0.62}
{'loss': 2.3912, 'grad_norm': 12.874653816223145, 'learning_rate': 3.9672892578318015e-05, 'epoch': 0.62}
{'loss': 2.4796, 'grad_norm': 13.091381072998047, 'learning_rate': 3.962348058108509e-05, 'epoch': 0.62}
{'loss': 2.2891, 'grad_norm': 11.29611873626709, 'learning_rate': 3.957406858385216e-05, 'epoch': 0.63}
{'loss': 2.4122, 'grad_norm': 12.803050994873047, 'learning_rate': 3.952465658661924e-05, 'epoch': 0.63}
{'loss': 2.3722, 'grad_norm': 12.074911117553711, 'learning_rate': 3.9475244589386306e-05, 'epoch': 0.63}
{'loss': 2.4197, 'grad_norm': 11.885422706604004, 'learning_rate': 3.942583259215338e-05, 'epoch': 0.63}
{'loss': 2.5035, 'grad_norm': 11.431914329528809, 'learning_rate': 3.937642059492045e-05, 'epoch': 0.64}
{'loss': 2.4913, 'grad_norm': 11.951156616210938, 'learning_rate': 3.932700859768752e-05, 'epoch': 0.64}
{'loss': 2.3883, 'grad_norm': 11.869821548461914, 'learning_rate': 3.927759660045459e-05, 'epoch': 0.64}
{'loss': 2.5137, 'grad_norm': 13.266226768493652, 'learning_rate': 3.9228184603221664e-05, 'epoch': 0.65}
{'loss': 2.403, 'grad_norm': 12.703697204589844, 'learning_rate': 3.917877260598873e-05, 'epoch': 0.65}
{'loss': 2.4163, 'grad_norm': 11.641742706298828, 'learning_rate': 3.9129360608755805e-05, 'epoch': 0.65}
{'loss': 2.4493, 'grad_norm': 11.733266830444336, 'learning_rate': 3.907994861152288e-05, 'epoch': 0.66}
{'loss': 2.3393, 'grad_norm': 13.37324333190918, 'learning_rate': 3.9030536614289954e-05, 'epoch': 0.66}
{'loss': 2.4502, 'grad_norm': 11.432677268981934, 'learning_rate': 3.898112461705702e-05, 'epoch': 0.66}
{'loss': 2.4763, 'grad_norm': 12.4363431930542, 'learning_rate': 3.8931712619824096e-05, 'epoch': 0.66}
{'loss': 2.4483, 'grad_norm': 13.542170524597168, 'learning_rate': 3.888230062259117e-05, 'epoch': 0.67}
{'loss': 2.4387, 'grad_norm': 13.227229118347168, 'learning_rate': 3.883288862535824e-05, 'epoch': 0.67}
{'loss': 2.4288, 'grad_norm': 11.781061172485352, 'learning_rate': 3.878347662812531e-05, 'epoch': 0.67}
{'loss': 2.4848, 'grad_norm': 13.254034042358398, 'learning_rate': 3.873406463089238e-05, 'epoch': 0.68}
{'loss': 2.3854, 'grad_norm': 15.159727096557617, 'learning_rate': 3.8684652633659454e-05, 'epoch': 0.68}
{'loss': 2.4219, 'grad_norm': 14.713862419128418, 'learning_rate': 3.863524063642653e-05, 'epoch': 0.68}
{'loss': 2.5299, 'grad_norm': 13.756351470947266, 'learning_rate': 3.85858286391936e-05, 'epoch': 0.68}
{'loss': 2.395, 'grad_norm': 14.311190605163574, 'learning_rate': 3.853641664196067e-05, 'epoch': 0.69}
{'loss': 2.4519, 'grad_norm': 12.399819374084473, 'learning_rate': 3.8487004644727744e-05, 'epoch': 0.69}
{'loss': 2.4498, 'grad_norm': 11.078255653381348, 'learning_rate': 3.843759264749481e-05, 'epoch': 0.69}
{'loss': 2.419, 'grad_norm': 12.612336158752441, 'learning_rate': 3.8388180650261886e-05, 'epoch': 0.7}
{'loss': 2.3467, 'grad_norm': 12.941689491271973, 'learning_rate': 3.8338768653028953e-05, 'epoch': 0.7}
{'loss': 2.4574, 'grad_norm': 11.859540939331055, 'learning_rate': 3.828935665579603e-05, 'epoch': 0.7}
{'loss': 2.38, 'grad_norm': 12.480328559875488, 'learning_rate': 3.8239944658563095e-05, 'epoch': 0.71}
{'loss': 2.474, 'grad_norm': 12.092698097229004, 'learning_rate': 3.8190532661330176e-05, 'epoch': 0.71}
{'loss': 2.4953, 'grad_norm': 12.812599182128906, 'learning_rate': 3.8141120664097244e-05, 'epoch': 0.71}
{'loss': 2.423, 'grad_norm': 12.251346588134766, 'learning_rate': 3.809170866686432e-05, 'epoch': 0.71}
{'loss': 2.5331, 'grad_norm': 14.499454498291016, 'learning_rate': 3.8042296669631386e-05, 'epoch': 0.72}
{'loss': 2.4366, 'grad_norm': 11.48707103729248, 'learning_rate': 3.799288467239846e-05, 'epoch': 0.72}
{'loss': 2.4721, 'grad_norm': 12.783020973205566, 'learning_rate': 3.7943472675165534e-05, 'epoch': 0.72}
{'loss': 2.3703, 'grad_norm': 18.68448829650879, 'learning_rate': 3.78940606779326e-05, 'epoch': 0.73}
{'loss': 2.4468, 'grad_norm': 13.241632461547852, 'learning_rate': 3.7844648680699676e-05, 'epoch': 0.73}
{'loss': 2.3967, 'grad_norm': 9.613043785095215, 'learning_rate': 3.7795236683466744e-05, 'epoch': 0.73}
{'loss': 2.4541, 'grad_norm': 11.283116340637207, 'learning_rate': 3.7745824686233825e-05, 'epoch': 0.74}
{'loss': 2.2742, 'grad_norm': 12.99240493774414, 'learning_rate': 3.769641268900089e-05, 'epoch': 0.74}
{'loss': 2.444, 'grad_norm': 11.911345481872559, 'learning_rate': 3.7647000691767966e-05, 'epoch': 0.74}
{'loss': 2.4495, 'grad_norm': 14.344576835632324, 'learning_rate': 3.7597588694535034e-05, 'epoch': 0.74}
{'loss': 2.4586, 'grad_norm': 11.051314353942871, 'learning_rate': 3.754817669730211e-05, 'epoch': 0.75}
{'loss': 2.4668, 'grad_norm': 11.902632713317871, 'learning_rate': 3.7498764700069176e-05, 'epoch': 0.75}
{'loss': 2.5073, 'grad_norm': 13.938185691833496, 'learning_rate': 3.744935270283625e-05, 'epoch': 0.75}
{'loss': 2.3727, 'grad_norm': 12.988337516784668, 'learning_rate': 3.739994070560332e-05, 'epoch': 0.76}
{'loss': 2.4443, 'grad_norm': 12.959115982055664, 'learning_rate': 3.735052870837039e-05, 'epoch': 0.76}
{'loss': 2.4407, 'grad_norm': 13.786619186401367, 'learning_rate': 3.7301116711137466e-05, 'epoch': 0.76}
{'loss': 2.3519, 'grad_norm': 11.57394790649414, 'learning_rate': 3.725170471390454e-05, 'epoch': 0.76}
{'loss': 2.5211, 'grad_norm': 12.269219398498535, 'learning_rate': 3.720229271667161e-05, 'epoch': 0.77}
{'loss': 2.4431, 'grad_norm': 12.020298957824707, 'learning_rate': 3.715288071943868e-05, 'epoch': 0.77}
{'loss': 2.387, 'grad_norm': 11.910088539123535, 'learning_rate': 3.710346872220575e-05, 'epoch': 0.77}
{'loss': 2.4573, 'grad_norm': 11.991493225097656, 'learning_rate': 3.7054056724972824e-05, 'epoch': 0.78}
{'loss': 2.5462, 'grad_norm': 14.942848205566406, 'learning_rate': 3.70046447277399e-05, 'epoch': 0.78}
{'loss': 2.495, 'grad_norm': 12.8760347366333, 'learning_rate': 3.6955232730506966e-05, 'epoch': 0.78}
{'loss': 2.4106, 'grad_norm': 14.072100639343262, 'learning_rate': 3.690582073327404e-05, 'epoch': 0.79}
{'loss': 2.4804, 'grad_norm': 12.156908988952637, 'learning_rate': 3.6856408736041115e-05, 'epoch': 0.79}
{'loss': 2.3819, 'grad_norm': 12.358717918395996, 'learning_rate': 3.680699673880819e-05, 'epoch': 0.79}
{'loss': 2.3823, 'grad_norm': 11.663834571838379, 'learning_rate': 3.6757584741575256e-05, 'epoch': 0.79}
{'loss': 2.4928, 'grad_norm': 12.077821731567383, 'learning_rate': 3.670817274434233e-05, 'epoch': 0.8}
{'loss': 2.3879, 'grad_norm': 11.004093170166016, 'learning_rate': 3.66587607471094e-05, 'epoch': 0.8}
{'loss': 2.4914, 'grad_norm': 13.331405639648438, 'learning_rate': 3.660934874987647e-05, 'epoch': 0.8}
{'loss': 2.4039, 'grad_norm': 13.437726974487305, 'learning_rate': 3.655993675264354e-05, 'epoch': 0.81}
{'loss': 2.3904, 'grad_norm': 11.671276092529297, 'learning_rate': 3.6510524755410614e-05, 'epoch': 0.81}
{'loss': 2.5188, 'grad_norm': 12.63196849822998, 'learning_rate': 3.646111275817768e-05, 'epoch': 0.81}
{'loss': 2.3755, 'grad_norm': 12.495220184326172, 'learning_rate': 3.641170076094476e-05, 'epoch': 0.82}
{'loss': 2.4696, 'grad_norm': 10.532882690429688, 'learning_rate': 3.636228876371183e-05, 'epoch': 0.82}
{'loss': 2.478, 'grad_norm': 11.889904022216797, 'learning_rate': 3.6312876766478905e-05, 'epoch': 0.82}
{'loss': 2.4805, 'grad_norm': 12.639522552490234, 'learning_rate': 3.626346476924597e-05, 'epoch': 0.82}
{'loss': 2.3808, 'grad_norm': 13.376379013061523, 'learning_rate': 3.6214052772013046e-05, 'epoch': 0.83}
{'loss': 2.3274, 'grad_norm': 11.861412048339844, 'learning_rate': 3.616464077478012e-05, 'epoch': 0.83}
{'loss': 2.4581, 'grad_norm': 12.519485473632812, 'learning_rate': 3.611522877754719e-05, 'epoch': 0.83}
{'loss': 2.4851, 'grad_norm': 11.4870023727417, 'learning_rate': 3.606581678031426e-05, 'epoch': 0.84}
{'loss': 2.4105, 'grad_norm': 13.003897666931152, 'learning_rate': 3.601640478308133e-05, 'epoch': 0.84}
{'loss': 2.4444, 'grad_norm': 11.515656471252441, 'learning_rate': 3.596699278584841e-05, 'epoch': 0.84}
{'loss': 2.4339, 'grad_norm': 11.361018180847168, 'learning_rate': 3.591758078861548e-05, 'epoch': 0.84}
{'loss': 2.449, 'grad_norm': 13.356316566467285, 'learning_rate': 3.586816879138255e-05, 'epoch': 0.85}
{'loss': 2.4396, 'grad_norm': 11.416975975036621, 'learning_rate': 3.581875679414962e-05, 'epoch': 0.85}
{'loss': 2.2814, 'grad_norm': 12.788796424865723, 'learning_rate': 3.5769344796916695e-05, 'epoch': 0.85}
{'loss': 2.4067, 'grad_norm': 11.84630298614502, 'learning_rate': 3.571993279968376e-05, 'epoch': 0.86}
{'loss': 2.4077, 'grad_norm': 12.522733688354492, 'learning_rate': 3.567052080245084e-05, 'epoch': 0.86}
{'loss': 2.3898, 'grad_norm': 13.56790828704834, 'learning_rate': 3.5621108805217904e-05, 'epoch': 0.86}
{'loss': 2.4194, 'grad_norm': 10.731613159179688, 'learning_rate': 3.557169680798498e-05, 'epoch': 0.87}
{'loss': 2.4403, 'grad_norm': 10.678951263427734, 'learning_rate': 3.552228481075205e-05, 'epoch': 0.87}
{'loss': 2.3403, 'grad_norm': 12.054900169372559, 'learning_rate': 3.547287281351913e-05, 'epoch': 0.87}
{'loss': 2.4124, 'grad_norm': 12.494643211364746, 'learning_rate': 3.5423460816286195e-05, 'epoch': 0.87}
{'loss': 2.3563, 'grad_norm': 13.42623233795166, 'learning_rate': 3.537404881905327e-05, 'epoch': 0.88}
{'loss': 2.4229, 'grad_norm': 10.891443252563477, 'learning_rate': 3.5324636821820336e-05, 'epoch': 0.88}
{'loss': 2.4008, 'grad_norm': 12.154356956481934, 'learning_rate': 3.527522482458741e-05, 'epoch': 0.88}
{'loss': 2.3887, 'grad_norm': 10.99145793914795, 'learning_rate': 3.5225812827354485e-05, 'epoch': 0.89}
{'loss': 2.4077, 'grad_norm': 11.884326934814453, 'learning_rate': 3.517640083012155e-05, 'epoch': 0.89}
{'loss': 2.3291, 'grad_norm': 11.716806411743164, 'learning_rate': 3.512698883288863e-05, 'epoch': 0.89}
{'loss': 2.3672, 'grad_norm': 12.789491653442383, 'learning_rate': 3.50775768356557e-05, 'epoch': 0.9}
{'loss': 2.4845, 'grad_norm': 12.310081481933594, 'learning_rate': 3.5028164838422775e-05, 'epoch': 0.9}
{'loss': 2.5702, 'grad_norm': 11.731524467468262, 'learning_rate': 3.497875284118984e-05, 'epoch': 0.9}
{'loss': 2.393, 'grad_norm': 13.410225868225098, 'learning_rate': 3.492934084395692e-05, 'epoch': 0.9}
